exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs10245353	-0.0415384666199292	0.0983803721691495	0.672862175379981
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs10842707	-0.0562715752566725	0.0999615993575488	0.57348124207639
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1106529	-0.111335862210935	0.0978949000397907	0.255412927223925
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs12679556	-0.0906471963430108	0.0978765036429669	0.35437401849778
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1294410	-0.0749453980149963	0.101141145278462	0.458694583159373
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1440372	-0.0860718799337119	0.0980652636119117	0.380106555230633
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1443512	-0.0425643703021506	0.0981910810855377	0.664662390644081
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1569135	-0.0749258123966868	0.101125043741773	0.458740479115297
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs17451107	-0.109158121152931	0.0981075945517747	0.265864444021287
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs1936805	-0.0257470308922129	0.103973661149296	0.804420449921989
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs2294239	-0.0651733812904292	0.0996146326017391	0.512947468816057
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs2371767	-0.0424454061845067	0.0977087100130719	0.663992480053617
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs2820443	-0.0902349973282258	0.099107954966528	0.362573751547028
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs4081724	-0.0734194437494133	0.0993405907137476	0.459865755512197
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs459193	-0.0939391456423182	0.0986150491627738	0.340800744980637
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs714515	-0.0853712889832291	0.0984310010699662	0.385766071757181
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	rs998584	-0.0546832983101717	0.100753751079052	0.587307411545842
Shungin WHR EU sex combined 26 SNPs clumped	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	839	24747	All	-0.0714820001905155	0.0956133401701334	0.454692206932345
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs10195252	-0.10513111459617	0.106492646239619	0.323537356428721
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs10245353	-0.0778667563096979	0.119718908218611	0.515425363269961
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs10842707	-0.0473755521617386	0.120393756023548	0.693946487633814
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1106529	-0.0804645739788909	0.118374522725519	0.496665487739523
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs12679556	-0.0921704423568108	0.115016728831963	0.422920061883439
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1294410	-0.0254055582051884	0.115710923705545	0.82621339022967
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1440372	-0.060817637080661	0.11978273970121	0.611640676635274
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1443512	-0.032089239232864	0.116322179646039	0.782651617478757
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1569135	-0.0558325813727366	0.121169871856573	0.644956879562952
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs17451107	-0.0239599800076756	0.113076665064194	0.832191710810323
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs1936805	-0.0090937638137543	0.123421489916286	0.941264571989198
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs2294239	-0.0531521914286156	0.11936217818322	0.65610167552539
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs2371767	-0.0576879523617194	0.120037737197426	0.630813749899943
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs2820443	-0.101387956230038	0.11390144031639	0.373391998498728
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs4081724	-0.041121837496081	0.114903588111999	0.720432197624664
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs459193	-0.103791932841543	0.113337602949606	0.359784041310236
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs714515	-0.0733770718784888	0.118955822912978	0.537338257604502
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	rs998584	-0.0625141408522957	0.122234305278714	0.609050851095387
Shungin WHR EU sex combined 26 SNPs clumped	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	840	24795	All	-0.0616126215273512	0.114057969683924	0.589068143165119
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs10195252	0.037133826572286	0.109172813923629	0.733752578588374
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs10245353	0.0505209817842101	0.110236688737315	0.64674013451126
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs10842707	-0.0168749170882414	0.110560436521476	0.878689511627732
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1106529	0.0175034157081246	0.109317711133378	0.872790410459242
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs12679556	0.0174792197431609	0.109575252690495	0.873260816879366
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1294410	0.0415812260778603	0.11049110340682	0.706670844820525
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1440372	0.0276934860149751	0.109002711911239	0.799447383376441
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1443512	0.0245642023661361	0.110203050430136	0.823613743009016
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1569135	0.050715637422683	0.110420392037921	0.646021665068212
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs17451107	0.0644784927680437	0.109779883146518	0.55697308067908
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs1936805	0.0111801860926426	0.11626385550286	0.923391765559995
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs2294239	0.0171267792587365	0.109266994742121	0.875447810102222
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs2371767	0.0328450357891644	0.10927880413555	0.763748652426999
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs2820443	-0.0193455195572341	0.110253168523188	0.860714645308901
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs4081724	0.0342575316777551	0.108359866126087	0.751891738844225
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs459193	-0.0121475324884735	0.110465003201234	0.912435349035761
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs714515	0.00558060933768211	0.109139739556483	0.959219780862306
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	rs998584	0.0403938520323318	0.111568643868357	0.717311823345388
Shungin WHR EU sex combined 26 SNPs clumped	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	841	18959	All	0.0236856979793333	0.107047733812199	0.824887692241309
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs10195252	-0.0765746923265685	0.121977571420295	0.530150150811478
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs10245353	-0.133772766480421	0.126939155077584	0.291959036255937
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs10842707	-0.113841859108011	0.130340857777907	0.382436086901646
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1106529	-0.122302251558998	0.127491049284519	0.337407287834448
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs12679556	-0.115407982243629	0.128703785616061	0.369881933241387
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1294410	-0.104114385172254	0.129993163740591	0.423176800830117
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1440372	-0.0803240689487494	0.12280017290208	0.51304488512739
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1443512	-0.0927952757220184	0.129116486848017	0.472329331491857
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1569135	-0.159524346614657	0.11889304425023	0.17967814806443
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs17451107	-0.0784624444028756	0.124452622560146	0.528393434347032
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs1936805	-0.0699202660091452	0.134571971217073	0.603359649989517
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs2294239	-0.101909022527569	0.128365553407798	0.427255420020535
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs2371767	-0.0942044785083296	0.127426694880507	0.459734744810082
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs2820443	-0.122085385701235	0.128969641267994	0.343831880164787
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs4081724	-0.1032048680108	0.12730867053936	0.41755724508862
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs459193	-0.189778867193265	0.111132522761907	0.0876956003001072
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs714515	-0.11895617311004	0.127724678099103	0.351673379188378
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	rs998584	-0.0684734097026014	0.126486648528064	0.58826711239753
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	842	18402	All	-0.108246240183106	0.122269998542322	0.375992157863305
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs10195252	0.206640517978434	0.133813844520922	0.122530515497989
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs10245353	0.282638993319837	0.144710718820079	0.0508040725760404
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs10842707	0.302251776849947	0.139976570352579	0.0308266960510724
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1106529	0.283787576243484	0.14231877764501	0.0461490340585979
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs12679556	0.233966148868242	0.145140165041708	0.106961635638555
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1294410	0.255774921643323	0.148235553531425	0.0844441163359637
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1440372	0.240790443913853	0.145304663696583	0.0974907932335648
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1443512	0.254557066614316	0.147851028661741	0.0851214862704892
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1569135	0.267756200633546	0.14754049100874	0.0695549447205908
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs17451107	0.282136449593453	0.143945801265532	0.0499936149354771
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs1936805	0.207378938241188	0.153261793753196	0.17602284133709
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs2294239	0.268044987896661	0.145603295989956	0.0656323084260185
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs2371767	0.289004701677787	0.14018388350144	0.0392447414548612
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs2820443	0.222672649170262	0.144358981827343	0.122953955054947
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs4081724	0.293244480510713	0.131567131939918	0.0258233412675866
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs459193	0.255190212421001	0.148197671696539	0.0850770707352791
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs714515	0.221604074875878	0.140562538481385	0.114898769769957
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	rs998584	0.194780072713584	0.138781866330601	0.160468386062216
Shungin WHR EU sex combined 26 SNPs clumped	Apolipoprotein B || id:843	Shungin WHR EU sex combined 26 SNPs clumped	843	20688	All	0.25380115719264	0.139347070054596	0.0685521756931213
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs10195252	0.0149911767276148	0.169946132468138	0.929708701374809
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs10245353	0.025211556361669	0.17108394666892	0.882844988305245
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs10842707	0.0489027510019098	0.167543572357595	0.77037776822831
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1106529	-0.0382848600378441	0.159079863897223	0.809815232547571
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs12679556	0.0436852811990245	0.166376290651313	0.792882680739025
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1294410	-0.00151355574931858	0.171549063654466	0.992960456495791
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1440372	0.0209461775837572	0.169211910342604	0.901484192617219
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1443512	0.0200051938639689	0.171430272845083	0.907101113889017
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1569135	-0.00376030755133735	0.171286339252613	0.982485174406877
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs17451107	0.0354548552480538	0.168600358525403	0.833441868014197
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs1936805	0.0623487713404429	0.178087697638572	0.726262519878168
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs2294239	-0.0342494827075766	0.160830903194056	0.831363334355482
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs2371767	-0.0311118452887367	0.161946401155668	0.847654483718574
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs2820443	-0.0505881878593942	0.159356083723176	0.750899320880137
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs4081724	-0.0253720532757473	0.158045328809674	0.87245842503861
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs459193	-0.00471915739998619	0.171257928758206	0.978016396721864
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs714515	0.0744763030473487	0.149093676466698	0.617408236178494
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	rs998584	0.0447981716724303	0.170961621181973	0.793293361550089
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to double bonds || id:844	Shungin WHR EU sex combined 26 SNPs clumped	844	13523	All	0.0107647819457881	0.16171039497784	0.946925403065291
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs10195252	-0.0917173833172474	0.156603887143322	0.558100797044917
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs10245353	-0.06291051646701	0.155411813690158	0.685625407251587
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs10842707	-0.0661598815402469	0.156297663445218	0.672080685524153
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs1106529	-0.12804491538537	0.150207689553571	0.393963010780782
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs12679556	-0.0683916275979978	0.15493772858079	0.658913565326513
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs1294410	-0.125671210667195	0.154613996169694	0.416329195201704
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs1440372	-0.0914831725236685	0.156036183605809	0.557677556341837
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs1443512	-0.0628095753419081	0.155303466233486	0.685895622435154
Shungin WHR EU sex combined 26 SNPs clumped	Ratio of bisallylic groups to total fatty acids || id:845	Shungin WHR EU sex combined 26 SNPs clumped	845	13170	rs1569135	-0.0995366727251339	0.158151202372229	0.529102506016941
