exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs3902751	0.0347826086956522	0.0652173913043478	0.593802857207703
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs4081724	0.05	0.0642857142857143	0.436700030722758
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs459193	-0.0615384615384615	0.0576923076923077	0.286122384391018
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs714515	0.0473684210526316	0.0473684210526316	0.317310507862914
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs7801581	-0.0739130434782609	0.0695652173913043	0.288008758003942
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	rs998584	0.0620689655172414	0.0482758620689655	0.198542793686662
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	All - Inverse variance weighted	0.0236724121055855	0.0120661992554429	0.0497766777336783
Shungin WHR EU sex combined 26 SNPs	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	304	7355	All - MR Egger	0.0225624962541043	0.061494942138669	0.717047605723108
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs10195252	0.015	0.06	0.802587348634153
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs10245353	-0.0333333333333333	0.0740740740740741	0.65271044057584
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs10783615	0.0171428571428571	0.06	0.775096962195985
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs10842707	0.00740740740740741	0.0444444444444444	0.867632334778193
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1106529	0.0714285714285714	0.0428571428571429	0.0955807045456294
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1128249	0.019047619047619	0.0571428571428571	0.738882680363527
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs12679556	-0.05	0.05	0.317310507862914
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1294410	-0.052	0.048	0.278660494899244
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1358980	0.0481481481481481	0.0444444444444444	0.278660494899244
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1440372	0.0476190476190476	0.0571428571428571	0.404656761927286
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1443512	-0.0115384615384615	0.0461538461538461	0.802587348634153
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1569135	0.00833333333333333	0.05	0.867632334778193
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs17451107	-0.0739130434782609	0.0521739130434783	0.156580407089635
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs1936805	-0.0184210526315789	0.0315789473684211	0.559668927199412
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs2071449	0.072	0.084	0.391365938307552
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs2294239	0.005	0.06	0.933586496294755
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs2371767	-0.0565217391304348	0.091304347826087	0.535884989067038
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs2645294	0.0217391304347826	0.0521739130434783	0.676922239021379
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs2820443	0.0230769230769231	0.0461538461538461	0.617075077451974
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs3902751	-0.0217391304347826	0.0565217391304348	0.700522394103849
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs4081724	-0.0642857142857143	0.0821428571428571	0.433856933557041
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs459193	0.0692307692307692	0.0461538461538461	0.133614402537716
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs714515	-0.068421052631579	0.0631578947368421	0.278660494899244
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs7801581	-0.0478260869565217	0.0565217391304348	0.397466925422593
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	rs998584	0.0206896551724138	0.0551724137931034	0.707660466654553
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	All - Inverse variance weighted	0.00157736728573235	0.0104370620675366	0.879872102390286
Shungin WHR EU sex combined 26 SNPs	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	305	7355	All - MR Egger	0.0282441362081743	0.0623938234005369	0.655023750018325
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs10195252	0.07	0.045	0.119813814205544
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs10245353	0.0777777777777778	0.0592592592592593	0.189351486043285
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs10783615	0.0714285714285714	0.0485714285714286	0.141402507486613
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs10842707	0.062962962962963	0.0555555555555556	0.25707429868483
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1106529	0.0285714285714286	0.0535714285714286	0.593802857207703
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1128249	0.0666666666666667	0.0428571428571429	0.119813814205544
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs12679556	0.0625	0.0625	0.317310507862914
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1294410	0	0.056	1
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1358980	0.0296296296296296	0.0518518518518519	0.567709166197353
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1440372	-0.123809523809524	0.0714285714285714	0.0830364393775582
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1443512	0.126923076923077	0.0576923076923077	0.0278068950269972
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1569135	-0.0375	0.0375	0.317310507862914
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs17451107	0.00434782608695652	0.0391304347826087	0.911528237909377
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs1936805	0.0157894736842105	0.0236842105263158	0.504985075093846
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs2071449	0.024	0.088	0.785062868547559
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs2294239	-0.01	0.045	0.824140895741885
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs2371767	0.0608695652173913	0.0956521739130435	0.524539436435313
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs2645294	-0.0217391304347826	0.0391304347826087	0.578514721507944
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs2820443	0.0384615384615385	0.0576923076923077	0.504985075093846
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs3902751	0.11304347826087	0.0652173913043478	0.0830364393775582
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs4081724	-0.0321428571428571	0.0642857142857143	0.617075077451974
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs459193	-0.0269230769230769	0.0576923076923077	0.640738381802541
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs714515	0.126315789473684	0.0473684210526316	0.00766076113517947
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs7801581	-0.104347826086957	0.0695652173913043	0.133614402537716
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	rs998584	0.0310344827586207	0.0482758620689655	0.520316800507367
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	All - Inverse variance weighted	0.0246143581136204	0.0107101110445294	0.0215483855016786
Shungin WHR EU sex combined 26 SNPs	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	306	7351	All - MR Egger	0.00831674254128565	0.0553688977556588	0.881911550782125
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs10195252	0.005	0.085	0.95309266714744
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs10245353	-0.111111111111111	0.0666666666666667	0.0955807045456294
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs10783615	0.0285714285714286	0.0714285714285714	0.689156516779352
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs10842707	0.0703703703703704	0.062962962962963	0.263717761833697
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1106529	0.0964285714285714	0.0607142857142857	0.112233142968296
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1128249	0	0.0809523809523809	1
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs12679556	-0.1375	0.0708333333333333	0.0522368760834802
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1294410	0.032	0.068	0.637934810590957
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1358980	-0.0444444444444444	0.0592592592592593	0.453254704753736
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1440372	-0.0952380952380952	0.0809523809523809	0.239406878796789
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1443512	0.0423076923076923	0.0653846153846154	0.517593873457392
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1569135	-0.0791666666666667	0.0708333333333333	0.263717761833697
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs17451107	-0.108695652173913	0.0739130434782609	0.141402507486613
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs1936805	-0.0263157894736842	0.0421052631578947	0.531971058097401
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs2071449	0.08	0.128	0.531971058097401
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs2294239	-0.135	0.085	0.112233142968296
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs2371767	-0.117391304347826	0.139130434782609	0.398809120942746
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs2645294	0.0304347826086957	0.0695652173913043	0.661748776081758
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs2820443	0.00769230769230769	0.0653846153846154	0.906347316282193
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs3902751	-0.165217391304348	0.0739130434782609	0.0253980459995365
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs4081724	-0.0321428571428571	0.0928571428571428	0.729227098416628
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs459193	0.115384615384615	0.0653846153846154	0.0776132094577024
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs714515	0.0210526315789474	0.0894736842105263	0.813980460416918
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs7801581	0.0695652173913043	0.0782608695652174	0.374062797490882
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	rs998584	-0.0344827586206897	0.0586206896551724	0.556374370426907
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	All - Inverse variance weighted	-0.0153570037753012	0.0154143814424603	0.319115258275433
Shungin WHR EU sex combined 26 SNPs	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	307	7365	All - MR Egger	0.0653590400302971	0.0916731068984715	0.483043431967745
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs10195252	0.075	0.06	0.21129954733371
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs10245353	0.0037037037037037	0.0703703703703704	0.958025455470674
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs10783615	0.0742857142857143	0.0571428571428571	0.193600969171221
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs10842707	0.0148148148148148	0.0444444444444444	0.738882680363527
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1106529	0.05	0.0428571428571429	0.243345009148762
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1128249	0.0761904761904762	0.0571428571428571	0.182422439451736
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs12679556	0	0.05	1
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1294410	-0.04	0.048	0.404656761927286
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1358980	0.0518518518518519	0.0407407407407407	0.203114836343132
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1440372	-0.0333333333333333	0.0571428571428571	0.559668927199412
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1443512	0.115384615384615	0.0461538461538461	0.0124193306515523
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1569135	0	0.0458333333333333	1
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs17451107	0.0130434782608696	0.0521739130434783	0.802587348634153
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs1936805	0.0263157894736842	0.0289473684210526	0.363302140886898
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs2071449	0.012	0.08	0.880764615259515
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs2294239	0.005	0.06	0.933586496294755
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs2371767	0.108695652173913	0.0869565217391304	0.21129954733371
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs2645294	0.0434782608695652	0.0478260869565217	0.363302140886898
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs2820443	-0.0423076923076923	0.0461538461538461	0.359317338329571
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs3902751	-0.0130434782608696	0.0521739130434783	0.802587348634153
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs4081724	-0.0321428571428571	0.0785714285714286	0.682472947499482
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs459193	0	0.0461538461538461	1
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs714515	0.0578947368421053	0.0631578947368421	0.359317338329571
Shungin WHR EU sex combined 26 SNPs	Phenylalanine || id:308	Shungin WHR EU sex combined 26 SNPs	308	7354	rs7801581	-0.00434782608695652	0.0521739130434783	0.933586496294755
