exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs2645294	0.0815309872977019	0.0739576048531825	0.270287084671826
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs2820443	0.0853785802953599	0.0737306404218032	0.246872346046609
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs303084	0.0759143222866976	0.0730826853040289	0.298923038957939
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs4081724	0.0777392554934028	0.0732210100305215	0.288368741642395
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs459193	0.0648121069235778	0.0723399804873733	0.370286102750455
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs4646404	0.0941974087848722	0.0714987204536177	0.187681179535021
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs4765219	0.0796146441770121	0.0737038133928464	0.280054427416326
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs6090583	0.0601489849708554	0.070524059510549	0.393722510788482
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs7705502	0.0775261794548572	0.0738014806696081	0.293502462564609
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs8030605	0.0846027050513102	0.0723682782527458	0.242380317446707
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs8042543	0.0952886819031964	0.0707547432830254	0.17806198608507
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs905938	0.0713923736842307	0.0729684829701106	0.327876460816939
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs979012	0.0973428565244257	0.0706998724516646	0.168559778244241
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs998584	0.0657971717445968	0.0750728249091451	0.380788383079807
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	rs9991328	0.0932837349079669	0.0701116500148156	0.183352719606088
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	19260	All	0.0774559805625921	0.0716337015659943	0.279573253278054
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10195252	-0.0541535789574223	0.0673250042359959	0.421188764632705
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10245353	-0.0431718947507735	0.0664338981066274	0.515790809388481
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10804591	-0.0511477684975798	0.0662017788864988	0.439756693131475
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10842707	-0.0515598340521081	0.0673458043720582	0.443915350017246
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10919388	-0.0585605667953877	0.0670791417956138	0.382659209857191
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs10991437	-0.0686302399271072	0.0653257512621329	0.293449334976379
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs11231693	-0.0481183962956289	0.0657122705148328	0.464010547332841
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs12143789	-0.0625896198577304	0.0669663875954747	0.349972661635561
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs12489828	-0.0710272652230426	0.0659298329623585	0.281339107901954
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs12608504	-0.0557508305272675	0.0669603891047716	0.405073640213229
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs12679556	-0.0676252100560124	0.0666133004584836	0.310014883267574
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1294410	-0.0607435844392002	0.0677924097831774	0.370240274182056
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1385167	-0.0779585699439574	0.0632535747799386	0.217770989351479
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1440372	-0.0657064433929184	0.0666474143482725	0.324191335606227
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1443512	-0.0461068389212245	0.0659041878052804	0.484174591551437
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1569135	-0.0596913968653646	0.0671139150094396	0.373785896747271
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs17451107	-0.076168780877811	0.0649772996874479	0.241102003585945
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs17819328	-0.0763168845513734	0.0636394115619129	0.230447119539161
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs1936805	-0.0386510222208801	0.0683511117597296	0.571748960135134
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs224333	-0.0600058610122979	0.0669966340390587	0.370437124950147
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs2294239	-0.0557361476052217	0.0672032964018375	0.406897178995699
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs2371767	-0.0405536568153858	0.0662950537063579	0.540726555033731
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs2645294	-0.0749151258890773	0.066380626777835	0.259079641289231
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs2820443	-0.0695868478485546	0.0674152906106213	0.301972982180917
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs303084	-0.0699948520007546	0.0646920432054452	0.279265844688922
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs4081724	-0.0599714872182477	0.0670352150815356	0.370986722178664
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs459193	-0.0676542988593569	0.0666629155641884	0.310167044152735
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs4646404	-0.0472757899255227	0.0661926546209828	0.475094213903515
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs4765219	-0.0549029386776879	0.0673478815899018	0.414949802282845
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs6090583	-0.0653843428948862	0.0667640454232181	0.327414656318897
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs7705502	-0.0589230285642882	0.0675202068321388	0.382841604015355
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs8030605	-0.0541235804747768	0.0666016874011323	0.416421173705201
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs8042543	-0.0618117699367391	0.0671281184075492	0.35715331081951
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs905938	-0.062779035797943	0.0669397513780995	0.348324649880653
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs979012	-0.0512839551295036	0.0667972237137255	0.442632285460014
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs998584	-0.049399418996921	0.0685817647170794	0.471340539276606
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	rs9991328	-0.0407255985238525	0.0622326899430809	0.512848688118889
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	24747	All	-0.0589392312461249	0.0655332586999642	0.368450865043036
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10195252	-0.0847341255529194	0.0623083152624603	0.173856249682596
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10245353	-0.0691934701101396	0.065877129548796	0.29356122178714
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10804591	-0.061723930995632	0.0655407845931223	0.346313640088891
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10842707	-0.0535152088078366	0.0659560232521245	0.417149129002816
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10919388	-0.0600556311744608	0.0656538688145616	0.360332849097031
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs10991437	-0.0504666394731817	0.0638549195896037	0.429333417142668
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs11231693	-0.0692539618300827	0.0646664281805293	0.284195732675035
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs12143789	-0.0570120227076815	0.0655795038148743	0.384651711311463
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs12489828	-0.0701074247986385	0.0648996038239412	0.280033421837096
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs12608504	-0.0668499801821452	0.0650963945528611	0.304449522354049
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs12679556	-0.0741936677234651	0.0640505703817514	0.246716843321786
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1294410	-0.042223006631911	0.0645930057800985	0.513319481438338
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1385167	-0.0484759825782184	0.0642898288757802	0.450835663884939
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1440372	-0.0598196172147851	0.0657048870296177	0.362596449041024
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1443512	-0.0472640811214324	0.0644456866037913	0.463318145895555
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1569135	-0.0578444531811759	0.065630291243278	0.378118551083761
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs17451107	-0.0429212001792309	0.0635021894558413	0.499103434559121
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs17819328	-0.0549936201750011	0.0653778829009284	0.400255219751856
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs1936805	-0.0377675715832637	0.0666223160898118	0.570788441201889
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs224333	-0.0466649693935635	0.0631511413085959	0.459942806444855
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs2294239	-0.0559936518956324	0.0657154585803019	0.394179623800639
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs2371767	-0.0584379661499776	0.0664815675456855	0.379395825582772
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs2645294	-0.0571492523174747	0.0662978487168439	0.388683311918982
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs2820443	-0.082686660566674	0.063966388309123	0.196129386302309
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs303084	-0.0637358302186067	0.0652077016775901	0.328357331065777
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs4081724	-0.0496882076072554	0.0642323605711083	0.439185298751025
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs459193	-0.0769620122910368	0.0633410352354748	0.224350108131271
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs4646404	-0.0630533908445104	0.0658634267464941	0.338397986511605
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs4765219	-0.0581574874553339	0.0660019624380823	0.378237799928737
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs6090583	-0.0510947302780163	0.0649183569501368	0.431245947745541
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs7705502	-0.0650009667433721	0.065907743286388	0.324014506288418
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs8030605	-0.0630488293630383	0.0653703544425593	0.334802035144022
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs8042543	-0.0788729150185924	0.0621904278825297	0.204709232658307
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs905938	-0.0563526382341182	0.0655171273335986	0.389722504898047
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs979012	-0.0626783290112769	0.0658052806027084	0.340852715732992
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs998584	-0.0619826301336321	0.0673879865100099	0.357683797436447
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	rs9991328	-0.061714264238465	0.065493913521893	0.346044151629167
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	24795	All	-0.060066119527619	0.0641365697738898	0.348997984130605
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10195252	0.0903150299128473	0.0698753912440996	0.196178663526275
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10245353	0.0976975510894313	0.0702589392146805	0.164366318791952
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10804591	0.0898905124439062	0.0694396734932588	0.195488518504023
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10842707	0.0639321586287894	0.0701385575031287	0.362025502065547
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10919388	0.0765281896221024	0.0695371341814616	0.271098214115246
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs10991437	0.0734170922879405	0.0693079722669671	0.289468710834631
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs11231693	0.0714036154881043	0.0695039440494828	0.304264229341221
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs12143789	0.0723766666821183	0.0695438962266146	0.29799922317329
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs12489828	0.0754442145634296	0.0696628409312633	0.27881251468759
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs12608504	0.0920358435570098	0.069525509404784	0.185579155818781
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs12679556	0.0796202283539684	0.069689362188344	0.253245458850669
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs1294410	0.0924586980424424	0.0702366736513862	0.188043925926112
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs1385167	0.083408221838027	0.0696601053168845	0.231166277841547
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs1440372	0.0840220752421822	0.0695233343475587	0.226837713349571
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs1443512	0.0830001630672226	0.0698040632155184	0.234422011813684
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs1569135	0.0914003087013369	0.0695178380779888	0.188585564992538
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs17451107	0.101203505583686	0.0697648215879139	0.146880670825169
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	18959	rs17819328	0.0702444959951732	0.0695078969232649	0.312209187706695
