exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	NA	rs905938	-0.249472337564776	0.0777822969026974	0.00133980143339181
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	NA	rs979012	-0.257246539915011	0.077624786732081	0.000919799964386646
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	NA	rs998584	-0.213153961183115	0.0774316136792731	0.00590874801888089
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	NA	rs9991328	-0.250711315760587	0.0774993867617045	0.00121638335302681
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	NA	All	-0.24833387222284	0.0758968236104565	0.00106792236787667
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10195252	0.0166295291446454	0.0691344673841247	0.809912505877958
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10245353	0.0400209497434505	0.0662994433538236	0.546083476686542
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10804591	0.0295803710406627	0.0674504215877085	0.66098775510979
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10842707	0.005074839539795	0.0678417472375902	0.940370594934015
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10919388	0.0265286656653808	0.0681725751074127	0.697172695927865
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs10991437	0.0123355556931356	0.0681624926873406	0.856388942778059
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs11231693	0.029044124390032	0.0672549622979178	0.665849691902908
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs12143789	0.013689988328567	0.0681766124692824	0.840853534448114
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs12489828	-0.00249088462818133	0.064508091204653	0.969198520974716
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs12608504	0.0182068204814439	0.0687915780218373	0.791266450421072
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs12679556	0.0328818563979983	0.0671396072354846	0.624308351875935
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1294410	0.0221825167946195	0.0694365707467386	0.749374334971319
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1385167	0.0151317779428544	0.0685195814188431	0.825217998969127
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1440372	0.0245756206473039	0.0684524597358698	0.719582110476353
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1443512	0.0246235363507448	0.0686457070443034	0.719816027255799
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1569135	0.0228946871560123	0.0686050499182417	0.738592947316557
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs17451107	0.0259927969726276	0.0685365110071215	0.704498702362887
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs17819328	0.0213869181091284	0.0686883956059991	0.755525860598517
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs1936805	-0.00639845197860814	0.0693490764492841	0.926487960348403
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs224333	0.0244977479695841	0.0682928305365677	0.719807371770879
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs2294239	0.0204978682888615	0.0690057978506214	0.766431699371525
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs2371767	0.014544167941255	0.0696248730685653	0.834531552058336
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs2645294	0.0351613496591434	0.0682638936333518	0.606497288564494
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs2820443	0.0224062739544231	0.0696182408938658	0.747570217110462
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs303084	0.0099645510839925	0.0674741884522496	0.882595749796828
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs4081724	0.015783660471928	0.0689330115907808	0.818891457440292
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs459193	0.0149416266828865	0.0687323337361802	0.827905504719667
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs4646404	-0.00368914477354299	0.0651173837768238	0.954821007262324
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs4765219	0.0181580929113829	0.0691674543143643	0.792917750673196
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs6090583	0.00411653595975247	0.0663940192041284	0.950561551378101
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs7705502	0.0238075075367807	0.0688677722558351	0.729569071898994
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs8030605	0.0131516950205837	0.0683025194631213	0.847310891382417
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs8042543	0.0209524194564295	0.0687135057618545	0.76042378775289
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs905938	0.00599563423388587	0.0671221671149589	0.928824257928959
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs979012	0.0206509380264646	0.0691278057394171	0.765141775232008
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs998584	0.0645701955683697	0.065552099584982	0.324613749253013
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	rs9991328	0.00955944523811617	0.0673937901549328	0.887202754137071
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	NA	All	0.0190645164050794	0.0671679213013581	0.776537863997815
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10195252	0.253112328725912	0.0728203706032243	0.000509246318688237
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10245353	0.297965245080079	0.0795811112309082	0.00018099075833686
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10804591	0.286439903350393	0.0796010631747852	0.000320127763939409
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10842707	0.291944281921798	0.0800188189758494	0.000263832086756928
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10919388	0.290320030121383	0.0795889150041992	0.00026455247825612
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs10991437	0.294265997824011	0.0791149833837882	0.000199639353141773
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs11231693	0.28609194156851	0.0794714297417618	0.000318297350816764
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs12143789	0.28236642957563	0.0791140211866966	0.000358199723187397
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs12489828	0.289770762837954	0.079768672503814	0.000280537747934688
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs12608504	0.281615689791549	0.0793502550508621	0.000386666829764687
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs12679556	0.282350816519487	0.0795809818657596	0.000388214653513774
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1294410	0.309395486485402	0.0782998860864825	7.7689877194174e-05
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1385167	0.292694757477569	0.0792923552296012	0.000223078859465659
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1440372	0.297149087731577	0.07880805300466	0.000162893268547779
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1443512	0.297143822689947	0.0791076669935468	0.00017251629603842
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1569135	0.288227335053955	0.0796452831868785	0.000295871997522424
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs17451107	0.295291258068961	0.0794216629021322	0.000200791107725158
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs17819328	0.288223011518053	0.0796225900269994	0.000294756978238491
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs1936805	0.266652288915125	0.0812711159961692	0.00103431814467325
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs224333	0.3060203227194	0.0756423175190508	5.21840885926884e-05
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs2294239	0.288074459224461	0.0799399151035146	0.000313794874109032
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs2371767	0.291655523462612	0.0806804059755416	0.000300407176593271
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs2645294	0.297799954118195	0.0801127476690065	0.000201394738594053
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs2820443	0.265247404052594	0.0786579423779884	0.000745802915158645
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs303084	0.298893649150738	0.0779455604177899	0.000125745147698407
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs4081724	0.269841388615703	0.0777009290014374	0.00051501944554712
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs459193	0.316895039913897	0.0725561800478854	1.25629842205423e-05
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs4646404	0.309915551867558	0.0767560468345576	5.398482876566e-05
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs4765219	0.274131333820313	0.0790565080220241	0.000525252238253989
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs6090583	0.290305627180448	0.0796139955538691	0.000265924910921277
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs7705502	0.280180166269961	0.0795926031119001	0.000431256543706135
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs8030605	0.283741348389867	0.0794289981669053	0.000353908410353886
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs8042543	0.287795520630339	0.0796238479866742	0.000300998976069763
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs905938	0.284906328067183	0.0796692330792978	0.000348738478339402
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs979012	0.292993644100534	0.0799004029802815	0.000245426406969728
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs998584	0.255850768321926	0.0800162338982769	0.00138631256727119
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	rs9991328	0.273196531548808	0.0770210413930776	0.000389588951643862
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	NA	All	0.287613034380531	0.0777925459136837	0.000218007882846916
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10195252	-0.0678386112788436	0.0558445541444168	0.224451624466397
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10245353	-0.0705552001724557	0.0559486379874001	0.207283298006596
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10804591	-0.0688862975301005	0.0555116566965538	0.214630162352122
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10842707	-0.0757563495182017	0.0556832582372351	0.173675860748184
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10919388	-0.0786493913385045	0.0546902753725473	0.150409280976856
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs10991437	-0.0748537169494435	0.0552497668508988	0.175473598789102
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs11231693	-0.06461019794518	0.0548656311144062	0.238952978531957
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs12143789	-0.0788820178204924	0.0541729406058937	0.145360900940298
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs12489828	-0.057541381066216	0.0537314828081698	0.284211582794996
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs12608504	-0.0807934182523694	0.0542052088761639	0.136090129118214
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	NA	rs12679556	-0.0852368385201244	0.0531717459018689	0.108924150158063
