SNP	median_b
rs16906845	0.608395827945867
rs16907751	0.347425493109635
rs16932761	0.803678413142964
rs16951319	0.500408533817522
rs16952479	0.621833850570362
rs16965062	0.623797172633231
rs16966801	1.09583866703041
rs1700137	0.408242496640287
rs17014375	1.35851532709355
rs17035438	1.6186880851153
rs17056301	0.78642470168305
rs17069831	0.51754884007325
rs17080319	0.457724462554447
rs17091470	0.0920007425718389
rs17094222	0.301595440973775
rs17096549	0.430442463271835
rs17096552	0.632677347338192
rs17105272	0.534850565463435
rs1712517	0.356867365708522
rs17197116	0.954585904980623
rs17199978	0.841338283105444
rs17203016	0.830371540461381
rs17207196	0.196603722320337
rs17238110	0.598676746969796
rs17285919	0.104005119638301
rs17302346	0.683583472925547
rs1730859	1.26473779060906
rs17327461	1.01319035392438
rs17351791	0.581814503521969
rs17391694	0.310823614415127
rs17446091	0.725453459546581
rs17448682	1.3097485839213
rs17522122	0.410460759926904
rs17525725	0.559800176315016
rs17531363	0.822275945160604
rs17538472	0.776484284051222
rs17542466	0.120676957447965
rs17551974	0.704650267514122
rs17591778	0.410786443844295
rs17608150	0.41537678419314
rs17636031	0.95040955732324
rs17681451	0.765748647561139
rs17681708	1.13774359567455
rs17724992	0.606447742623534
rs17739298	0.305610794240489
rs17757975	1.22432740623786
rs17795934	0.653611973820428
rs17806379	0.149540032145251
rs17820822	0.921242870701354
rs1782507	0.731707317073171
rs1787267	0.541820510261784
rs1789165	0.926904535388502
rs1791253	0.903865419747322
rs1814170	0.497178477055162
rs181732	0.527866641419427
rs1819844	0.542246520874751
rs1852006	0.548105305743269
rs1853639	0.582954075299959
rs1862451	0.564583360053355
rs1865341	1.34079712702773
rs1866510	0.676928200099902
rs1884389	0.55564242418668
rs1884897	0.488829592424005
rs1899689	0.717792323713181
rs1899951	0.747381742577838
rs1909586	0.653503691906761
rs1927790	0.544560715753533
rs1928295	0.339953609741954
rs1937684	0.714272909794923
rs1941697	1.06653999342274
rs1942866	0.443757606815707
rs1943477	0.760800003580235
rs1951455	0.396767083027186
rs1956151	0.781157094540595
rs1973993	0.38831475223292
rs1982441	0.569648477641265
rs1983864	0.909243204757717
rs2000746	0.316213271039014
rs2003616	0.71984296076413
rs200968	0.146281222835611
rs2010281	0.70562141069062
rs2012927	0.508030247106366
rs2030342	0.508315029808597
rs2033529	0.383455729716118
rs2047632	0.84038644641788
rs2075650	2.77547199251053
rs208015	0.243123724678635
rs2080454	0.476711052169394
rs2098618	0.430856413855712
rs2100814	0.814351632239424
rs2122042	0.281772202112362
rs2124499	0.707750077239347
rs2140418	0.169731093887395
rs2143253	0.473747130328068
rs2154297	1.03348792062123
rs215632	0.522802631807371
rs2160077	0.431176348976638
rs2170382	0.792343724953543
rs217671	0.688325903834256
rs2185027	0.300351749651283
rs2190788	0.457041923108768
rs2192158	0.381203067796157
rs2194385	0.647229400508946
rs2228213	0.798065468760031
rs2229616	0.209394929974682
rs223051	0.911176257828711
rs2230590	0.117054091292946
rs2230929	0.195171637164223
rs2236950	0.491815378126895
rs2240108	0.776533501100975
rs2252300	0.528211823079994
rs2275426	0.502900615744746
rs2282231	0.730234507116026
rs2283093	0.726381071420042
rs2293605	0.918215067705594
rs2295896	0.415108527079739
rs2304130	2.52256260625618
rs2304607	0.289734948353535
rs2307022	0.156226253336711
rs2307111	0.597516160554941
rs2356865	0.856002037513248
rs2357760	0.961833920407704
rs2365389	0.281824370319946
rs2367112	0.78843968739971
rs2386802	0.409646800593189
rs2397061	0.205952085145153
rs2409730	0.0568775446584608
rs2412107	0.913792467446235
rs2425241	1.5662977519775
rs2425857	0.74069770819415
rs2429150	0.465836769002922
rs2440885	0.660310934503047
rs2459359	0.282072829557318
rs2467110	0.793175462815476
rs2479958	0.278840686613496
rs248139	0.598342569143201
rs2481665	0.389217221907783
rs2491864	0.487722409232989
rs2516739	0.593234823412421
rs2534760	0.303766201326635
rs2537847	0.960626345532831
rs2543132	0.411233471346516
rs254428	0.889352654732861
rs25832	0.802362188799827
rs2590942	0.582652559292445
rs2593280	0.546343177706335
rs2605603	0.482567127145262
rs2611742	0.407634635528196
rs2612203	0.501680480036601
rs2619976	0.488100153909681
rs262956	1.04332335494298
rs2631681	0.706663527195667
rs2634047	0.748273613704395
rs2635727	0.243801269275667
rs2653365	0.459724662324383
rs2680648	0.897799266422141
rs2710323	0.691074678861974
rs2721965	1.10117735944091
rs2724861	0.32906072155798
rs2731222	1.20844107098173
rs2733287	0.347968945902378
rs273504	0.44814301594311
rs273697	0.382993839566994
rs2768950	0.728793103448276
rs2781668	0.662472605388681
rs2814992	0.218403564765561
rs2820311	0.497804945818283
rs28350	1.13719931209659
rs2836961	1.11725462280861
rs2838006	1.18906738731357
rs284227	0.355780863710483
rs2842385	0.443712649484063
rs2850969	0.643054073899611
rs2863981	0.265235467095447
rs2866816	0.812668952995763
rs2875762	0.688650852723213
rs2890652	0.584483837823155
rs2902021	0.515843550336729
rs293566	0.507296089592643
rs2974255	0.313597241763953
rs29938	0.593499800028675
rs310618	0.489933110928568
rs3134438	0.792114340413593
rs316611	0.722231879019642
rs326889	1.12097022296345
rs329124	0.490372252840204
rs329277	0.696209134174713
rs329651	0.479429196156281
rs331949	1.08790463268075
rs340025	0.47708870456249
rs346722	0.270913249482083
rs355777	0.471156336161592
rs368863	0.572504682258186
rs3731544	0.207426390927889
rs3734572	0.458771306010982
rs3736485	0.763858990476519
rs3739555	0.751018682528228
rs3739733	1.52405223122171
rs3746429	0.139364193083573
rs3751813	1.01195164549159
rs3753549	0.326031784926664
rs3762396	0.338115033702346
rs3768486	0.80943132754442
rs3772934	0.64785200261685
rs3781099	0.566827649841962
rs3794702	0.933908464022811
rs3800229	0.82109679352712
rs3800649	1.1222887870367
rs3802924	0.456589867099994
rs3803286	1.14242297836839
rs3807049	0.232140888269668
rs3807566	0.501542197138732
rs3808434	1.14071376825409
rs3809272	0.4014457016724
rs3810291	0.496271762208068
rs3814883	0.536940606641479
rs3819299	0.32527915923806
rs3821841	0.623613452835212
rs3822683	0.529965925035077
rs3826705	0.868980891719745
rs3829849	0.490649339830897
rs3844598	0.861766034704908
rs3849570	0.726587492878741
rs3850422	0.749205781019285
rs3851083	0.879158951206732
rs3887080	0.834449526752516
rs3902840	0.552914863654832
rs3902951	1.28149132276011
rs3915844	0.417290884806996
rs3922853	1.33641451123423
rs39654	0.758941872967756
rs40067	0.449116101290014
rs40245	0.845017376268981
rs403656	0.188694969754634
rs4076358	0.496082549363714
rs4077093	0.506464943189169
rs411717	0.637648570510761
rs4148155	0.765126250595522
rs419261	0.679726479416383
rs4273371	0.67071593574684
rs4278019	0.557247366026112
rs427943	0.500379531790306
rs4284600	0.936653167341633
rs4303732	0.402958968005247
rs4307239	0.449034956339899
rs4339513	0.239776090134417
rs4342060	0.275869417411688
rs4366093	1.0312365102545
rs4372296	0.32717603669303
rs4372836	0.372938418067774
rs4383818	0.402177040570278
rs450231	0.934856175972927
rs4515655	0.872221339407101
rs4516268	0.637955588374914
rs4518345	0.653444306711528
rs4524456	0.78910482251771
rs453520	0.59925919679288
rs4542429	0.284542739187831
rs4624596	0.670860889232443
rs4639527	0.217101303600568
rs4643949	0.377927632019949
rs4653017	0.538093595278278
rs4670626	0.567557640616392
rs4671328	0.434030142085433
rs4671358	0.587723921718952
rs4673553	0.574451011558464
rs4676084	0.757387957466241
rs4678297	0.202836167305888
rs4718966	1.16899222190352
rs4722398	1.05546235073522
rs4722672	0.816159453374687
rs4725984	0.770635149418661
rs4737183	0.648344393870957
rs4740383	0.373451342381069
rs4744275	0.996596050017939
rs4759073	0.850993836138237
rs4759228	0.923318871269236
rs4764949	0.305993429302822
rs4766710	0.30890130419148
rs4796243	0.543905008139424
rs4814512	1.35028928370283
rs4820408	0.321061207862308
rs483752	0.777376401583141
rs4841659	0.0380303158607841
rs4854326	0.326577361685175
rs4858193	0.496398145325611
rs4864201	0.628956935999498
rs487060	1.03375727364052
rs4886506	0.156056073875902
rs4886869	0.154304921141084
rs4889782	0.658552399399227
rs4906908	1.46762393960619
rs4916661	0.440907456339217
rs4936175	0.970204554226168
rs4936671	0.563829257359167
rs4939051	0.0776499824001396
rs4969387	1.0623223699123
rs497417	0.118082915011358
rs4981693	1.14307187756218
rs498240	1.28697761300326
rs4985155	1.07924913078363
rs4986044	0.310838394274626
rs524281	0.665209952381934
rs5396	0.399662998262335
rs543874	0.307953050160535
rs551137	0.101599607014061
rs555267	0.571033498371917
rs559267	0.36253293939152
rs573455	0.451491994488991
rs5750913	0.738090321350849
rs577525	0.584918903824238
rs580438	0.521534462760238
rs587230	0.725718544224951
rs6019482	0.423557296852678
rs6060151	0.147854892138644
rs6061162	0.318288955734928
rs6076348	0.509681697612732
rs6088529	0.136003014552589
rs6088943	0.655830722855961
rs6121381	0.463261218418001
rs6132918	0.636714478955534
rs6138482	0.488873225254254
rs6142096	0.285600810619523
rs621042	0.443062857142857
rs6235	0.762618173571641
rs6265	0.222999452193334
rs629443	0.898009122232518
rs6442021	1.88937335134204
rs6442101	0.478193548387097
rs6443750	0.524941973288688
rs6448587	0.294522542556853
rs6449531	0.447541384233475
rs6459326	0.370917109753375
rs6461115	0.523033387594184
rs6463489	1.02668585257375
rs6474945	0.438247945895894
rs6477694	0.570850565711442
rs6490055	0.218034556420263
rs6494481	0.77560261381199
rs6495252	0.35114971285184
rs651548	1.06958393113343
rs6545714	0.464444869176835
rs6548221	0.404517547579745
rs6564360	0.814386680362427
rs6569648	0.858602609052718
rs6577584	0.537647905474385
rs6580755	0.241228137266
rs6587552	0.510459299681673
rs6606686	0.574365889770128
rs663129	0.412550327779713
rs6681627	0.158170363061389
rs6690764	1.18233766233766
rs6700816	0.58988686892115
rs6700838	0.276319292827094
rs6710871	0.556752044714509
rs6711584	0.564324124625426
rs6713781	0.954928693983728
rs6720868	0.37074331746613
rs6738445	0.559370986511664
rs6753170	0.2444462313321
rs6764533	0.922563442108509
rs6767619	0.432097234280045
rs6786125	0.446762771876581
rs6786582	0.204100333461716
rs6803870	0.295123649241759
rs6804181	0.456912190325842
rs6804842	0.504469376963117
rs6818414	0.876834072354273
rs6827083	0.587718803618466
rs6843738	0.719597300080082
rs6877851	0.341137333668089
rs6879326	1.17519661463531
rs6888159	0.575446133973576
rs6900723	1.23573768872351
rs6904676	0.241567883130184
rs6908295	0.415880626442318
rs6919443	0.594846845057836
rs6921533	0.311469942685187
rs6922214	0.653123309897242
rs6922855	0.446659999591812
rs6938239	0.602899085956975
rs6963840	0.564951172794926
rs696606	0.476393859926367
rs6968554	1.27826961570252
rs7006629	0.543411230120091
rs7024334	0.575320564581247
rs7042372	0.577566789714071
rs7083450	0.36242962275689
rs7084454	0.245542868589744
rs7102454	0.556307623296834
rs710355	0.586206117391861
rs711347	0.485040872382769
rs7117238	0.965107284472846
rs7120873	0.531307893183202
rs7122539	0.453294591519848
rs7123876	1.25876454915159
rs7124442	0.336350805470385
rs7124681	0.360237971410379
rs7131262	0.331145274742154
rs7133378	1.778690415763
rs7134375	0.957520629373553
rs7138803	0.139803376462309
rs7144011	0.174428404792567
rs7147503	0.448507961342264
rs7164727	0.918738213612206
rs7181498	0.786527747256298
rs7181610	0.973433339431266
rs7187776	0.226433633061395
rs7195386	0.596301872527358
rs719802	1.17468303296824
rs7200919	0.165517645808365
rs7206608	0.309331156410318
rs7209235	1.19696674763239
rs7211567	0.540171404898762
rs7217226	0.828992132681267
rs7239114	0.982427522799733
rs7243357	0.583411278969795
rs7313924	0.620210060246563
rs7334078	0.617532502729532
rs733594	0.41198227023219
rs7377083	0.225711790173494
rs740157	0.466947324800573
rs7425440	0.290224293919754
rs7444298	0.104564708908376
rs7478904	0.400360039488202
rs753010	0.29932432741111
rs7531118	0.356726045615337
rs7531656	0.465117479723067
rs7535528	0.813976655193498
rs7550711	0.599814914614047
rs7556169	0.610538986224421
rs7557796	0.457412081056907
rs7560871	0.968309078821009
rs7561278	0.521617100721092
rs7564679	0.668800454613829
rs756717	0.573230974632844
rs757318	0.384685210400052
rs757608	0.357890755772827
rs7599312	0.426527273542199
rs7600699	0.47182968307504
rs7601895	0.713961987045993
rs7607351	0.692923423311563
rs7607369	0.795524831726396
rs7607490	0.496221535285306
rs760880	0.396053605492938
rs761423	0.611957088822225
rs7615297	0.473443210619915
rs7616371	0.774406196374821
rs762147	0.55661309956618
rs7640424	0.758260841729555
rs765332	0.340597354110868
rs7674623	0.689634539567724
rs7683836	0.591146193173967
rs7694732	0.435792385376164
rs769674	1.15153891720967
rs7702514	0.0635602768388862
rs7710595	0.947834654250913
rs7711753	0.682350982812912
rs7715256	0.56435709526982
rs7716275	0.639004924662013
rs7727781	0.70513461156017
rs7730004	0.703768066799474
rs7730898	1.52533725020293
rs7748777	0.569761768159615
rs775731	0.405123038749277
rs7760082	0.762664360415766
rs7777102	2.98002995861168
rs7779498	0.366872989570134
rs7784465	0.362870065789474
rs7796608	1.13959577191193
rs7805441	0.871100229049838
rs7832003	0.585394860972633
rs7844647	0.646425850685627
rs785278	0.741122046044121
rs7865157	0.538273331003146
rs7869771	0.499729062556445
rs7871866	1.36370627453341
rs7874154	0.605824559640174
rs7893571	0.516714646613007
rs7899106	0.419935248938171
rs7903146	0.993144933510435
rs7919	0.733290232743187
rs7924371	0.106271143173582
rs793520	0.687454560142176
rs7941030	0.949864048745031
rs7948120	0.481357776535131
rs7958206	0.777556189189041
rs7965658	0.650201937167161
rs7968230	0.94668742662548
rs7973955	1.26509547565801
rs7975187	0.599310818111466
rs799132	0.730633447242352
rs799449	0.647540200136758
rs8016771	0.820915104893173
rs8016859	1.24583111143247
rs8024932	0.302530536514972
rs8033510	0.697238027706197
rs8036040	0.530079548464285
rs8046061	0.643879637744668
rs8047395	0.206242611122622
rs8067737	1.02273638853554
rs8069296	0.628451161454167
rs8070454	0.726684869932083
rs8071182	0.535867465296167
rs8075273	0.447296976725797
rs8079034	0.614215812516096
rs8081039	0.555590171765634
rs8087550	0.600338596007717
rs8089514	0.412960702243925
rs8092503	0.743598402537147
rs8094523	0.32010083346581
rs8097544	0.328310571477279
rs8102137	0.381859915142241
rs8121840	0.549390888569279
rs8123881	0.294627383015598
rs816364	0.811546302865919
rs816533	0.590760285906175
rs820077	0.480015491311239
rs823074	0.586761771324247
rs825680	1.09601440822687
rs827092	0.50929355789335
rs845084	0.719768631951121
rs847747	0.783485621192804
rs849135	1.00815975034745
rs853679	0.276662529109363
rs8567	0.841370756412881
rs868554	0.417001642839666
rs874454	0.524800900277008
rs879620	0.693310432341669
rs881301	0.694781463250369
rs884282	0.863257871454593
rs886444	0.846331689272503
rs889398	0.3955984941063
rs892261	0.50011429317833
rs895330	0.57693178103548
rs900144	0.486876477173778
rs901630	0.908018411789734
rs902695	0.717350014300067
rs903959	0.602837871875962
rs905938	0.504438284486249
rs907011	0.481337143846887
rs9077	0.542909611828778
rs912768	0.120673357811587
rs919433	0.72562422325161
rs925018	0.487083398393449
rs925421	0.715867102906841
rs926279	0.236594062426511
rs9289499	0.498524296813876
rs9291467	0.603475635716221
rs9294260	0.502022760784907
rs929641	0.684007505528003
rs9299	0.562943773439036
rs930295	0.473718676591629
rs9332817	0.644518253284669
rs934515	0.495024987618747
rs9349239	0.945558200137351
rs9362662	0.624871365804333
rs9367368	0.486491572159539
rs9370042	0.300496543879605
rs9396763	0.742569478991097
rs9419958	0.746128700363362
rs9426003	0.408710337494304
rs9460306	0.326866916979558
rs9463175	0.879546241773467
rs946526	0.685724131449516
rs9470086	0.667055408088677
rs9475173	0.540687919463087
rs9507983	0.995896238846429
rs952159	0.76977896553644
rs9527706	0.46326128981696
rs9530843	0.673647869467743
rs9538141	0.516769539674277
rs954018	0.374583657254527
rs9540493	0.315236738000485
rs9544915	0.552577373178165
rs9554263	0.568205983870704
rs9571687	0.757848820524594
rs9595908	0.344350870072548
rs9603697	0.575451981413469
rs9615905	0.538653028409806
rs9630985	0.437971886317599
rs9657542	0.0586642864849489
rs9675376	0.623488284641204
rs967605	0.594685518413401
rs9688431	1.38786355604911
rs968972	0.613564362837008
rs9714342	0.105835877921957
rs972283	1.05867685618507
rs972540	0.89018394976527
rs977540	0.574156290683313
rs9787495	0.66764608397309
rs980329	0.157673686052616
rs9806058	1.06380279621296
rs9809534	0.950344819160828
rs9814633	0.740496866502955
rs9816226	0.481708692894211
rs9827072	0.18826539212867
rs9832305	0.213267541452836
rs9838283	0.165668410607974
rs9846123	0.158808491359783
rs984902	0.718371045547826
rs987237	0.424730266388177
rs9881036	0.306338964471192
rs9905991	0.630964855144289
rs9922708	0.521461557581863
rs9927848	0.958504695844331
rs9931164	0.402418778461995
rs9931407	0.360638778202987
rs9931967	0.376856468822047
rs993931	0.426731651784126
rs993954	0.580317262075126
rs9951893	0.519615020623895
rs9961813	0.418572409304482
rs9979651	0.924022672933826
rs998584	1.17490832528046
rs998732	0.511124473842453
rs10832778	0.452185504806006
rs3134353	0.505570623826413
