SNP	median_b
rs13292976	0.276513928976513
rs13321566	0.343096087018306
rs13329567	0.193613407442936
rs1333423	0.378701993718237
rs13417156	0.466347604432191
rs13432055	0.311092858053724
rs1345148	0.385515354905329
rs1358808	0.115863872454708
rs1362910	0.234962237270936
rs1365466	0.438817192503651
rs1371108	0.323510423843425
rs1375561	0.275251721499617
rs1394	0.239369255832539
rs1399054	0.37017089828094
rs1403846	0.562833490464613
rs1405348	0.562208918218732
rs1412235	0.163723828131009
rs1423627	0.0909075748909423
rs1431659	0.33966819121118
rs143384	0.332694928580789
rs1436343	0.350481480879028
rs1437929	0.4731650893796
rs1451533	0.599774264797811
rs1452075	0.292348020117093
rs1452134	0.47929747282502
rs1454148	0.487879366291277
rs1455137	0.60180442905313
rs1473579	0.083228941495901
rs1475774	0.275736160345248
rs1477887	0.322208369048547
rs1492767	0.714998597739618
rs1498139	0.536206068643816
rs1503139	0.532085774775984
rs150353	0.190981878352772
rs1512065	0.596970304144154
rs1522569	0.429716802680646
rs1544459	0.655049537362436
rs1549293	0.343685911183552
rs1552717	0.366277590828723
rs1558236	0.332913331224386
rs156151	0.279059220081664
rs1564981	0.279498080452534
rs159032	0.375809864886863
rs1593304	0.360929410574011
rs1594830	0.458708895008165
rs1600136	0.188719300052109
rs160401	0.209014228069929
rs1608445	0.387284014684118
rs1625427	0.283670052502834
rs1650586	0.70523308588899
rs1657930	0.636724795010971
rs1658820	0.799936949161835
rs1668633	0.701470561337406
rs16823670	0.63018038718196
rs16828086	0.46994032395567
rs16851483	0.241899049443667
rs16906845	0.426524868545815
rs16907751	0.331286681939937
rs16932761	0.430991136006005
rs16951319	0.351550915418369
rs16952479	0.239676145140355
rs16965062	0.59350873741911
rs16966801	0.457223049965374
rs1700137	0.553854711064656
rs17014375	0.554895879760313
rs17035438	0.332530054244245
rs17056301	0.332021566611605
rs17069831	0.254402203900808
rs17080319	0.180971617254461
rs17091470	0.271001592621181
rs17094222	0.371751930203549
rs17096549	0.23631671923817
rs17096552	0.30780593829601
rs17105272	0.363233943549868
rs1712517	0.392660060523349
rs17197116	0.222940289938281
rs17199978	0.445634439346077
rs17203016	0.736137163918781
rs17207196	0.531873386768102
rs17238110	0.294347031210461
rs17285919	0.052048977319005
rs17302346	0.381680513248789
rs1730859	0.629909533501296
rs17327461	0.58753209484972
rs17351791	0.626297059202178
rs17391694	0.263387568418685
rs17446091	0.569860178193034
rs17448682	0.360344445378729
rs17522122	0.264898148770635
rs17525725	0.39719904006269
rs17531363	0.558392459189379
rs17538472	0.698638727202173
rs17542466	0.144412481402947
rs17551974	0.577553168922794
rs17591778	0.42252015351189
rs17608150	0.519173193991398
rs17636031	0.428696217878582
rs17681451	0.665433451066303
rs17681708	0.333931841400181
rs17724992	0.348387786615713
rs17739298	0.119408436419166
rs17757975	0.502598899790735
rs17795934	0.551610341983822
rs17806379	0.420753474998587
rs17820822	0.476719236466528
rs1782507	0.426133286008596
rs1787267	0.321327088114958
rs1789165	0.372200059160718
rs1791253	0.798730263784186
rs1814170	0.690581049819481
rs181732	0.15830949794534
rs1819844	0.586598622550412
rs1852006	0.48242744122627
rs1853639	0.43873148531237
rs1862451	0.410454154856417
rs1865341	0.336108595896192
rs1866510	0.464197176844948
rs1884389	0.775004828873906
rs1884897	0.278086119395176
rs1899689	0.40201081027472
rs1899951	0.621065511318879
rs1909586	0.611928568843203
rs1927790	0.364834339730012
rs1928295	0.258228010754105
rs1937684	0.335353327118887
rs1941697	0.221897906237439
rs1942866	0.207605214271988
rs1943477	0.6470962053981
rs1951455	0.338480896399706
rs1956151	0.488686392726762
rs1973993	0.343766216567508
rs1982441	0.374019725064145
rs1983864	0.34168279097039
rs2000746	0.333049050250896
rs2003616	0.369922358142022
rs200968	0.142177858025856
rs2010281	0.613223383890444
rs2012927	0.51376972071586
rs2030342	0.644203160244152
rs2047632	0.528636650164712
rs2075205	0.30430019382666
rs2075650	2.64593094532243
rs208015	0.298558283393304
rs2080454	0.429839244430904
rs2098618	0.270500522898558
rs2100814	0.387265945060158
rs2122042	0.258889315879076
rs2124499	0.335103104625647
rs2140418	0.154743584062024
rs2143253	0.355389693513748
rs2154297	0.532993600805292
rs215632	0.507638925055987
rs2160077	0.468647095307008
rs2170382	0.789588985792908
rs2174307	0.498208145588171
rs217671	0.512028253248093
rs2185027	0.409669325004549
rs2190788	0.251803604448983
rs2192158	0.429517516902274
rs2194385	0.607020693192354
rs2228213	0.393526239576572
rs2229616	0.159669342691408
rs223051	0.325454017627686
rs2230590	0.0967491888528379
rs2230929	0.200460461663693
rs2236950	0.181288451907109
rs2240108	0.797250707769739
rs2252300	0.265495080819908
rs2275426	0.350375298966974
rs2282231	0.815619341225064
rs2283093	0.494236479870073
rs2293605	0.471668542280828
rs2295896	0.5826292892198
rs2304130	1.3288801360079
rs2304607	0.142987044306324
rs2307022	0.0477978684020809
rs2307111	0.732975790135294
rs2356865	0.653192241018099
rs2357760	0.788371243348572
rs2365389	0.280596021480977
rs2367112	0.353139447138111
rs2386802	0.214224546552382
rs2397061	0.251100291961734
rs2409730	0.0537007717813318
rs2412107	0.697840569552547
rs2425241	0.341597872025522
rs2425857	0.476392439073982
rs2429150	0.320581995757115
rs2440885	0.452004240751681
rs2459359	0.110778853503572
rs2467110	0.157119040033981
rs2479958	0.377274368785825
rs248139	0.340694817080816
rs2481665	0.23326444921222
rs2491864	0.421705187545083
rs2516739	0.410110474059572
rs2534760	0.344287557936222
rs2537847	0.777698634284177
rs2543132	0.752985036164036
rs254428	0.38577447262965
rs25832	0.431938761064333
rs2590942	0.414251405754189
rs2593280	0.336344674536958
rs2605603	0.41314037868867
rs2611742	0.300744062208141
rs2612203	0.340568070125162
rs2619976	0.774451462141972
rs262956	0.345625424693762
rs2631681	0.735001648222275
rs2634047	0.437521116742242
rs2635727	0.097275975609997
rs2653365	0.452437308989431
rs2680648	0.24267186284317
rs2710323	0.394001617922405
rs2721965	0.842445102030823
rs2724861	0.470012856993683
rs2731222	0.296301609808991
rs2733287	0.359061459690818
rs273504	0.400859587945973
rs273697	0.293037495442775
rs2768950	0.243465086206896
rs2781668	0.498489880108289
rs2814992	0.115088386758561
rs2820311	0.470714087246457
rs28350	0.335191008325358
rs2836961	0.7403628718526
rs2838006	0.702922244195299
rs284227	0.419347351533323
rs2842385	0.420035292342611
rs2850969	0.45936699039887
rs2863981	0.127962472054428
rs2866816	0.595709905184587
rs2875762	0.45978690010032
rs2890652	0.536983749247103
rs2902021	0.313346356415127
rs293566	0.442868620943269
rs2974255	0.261785881786262
rs29938	0.426911235370023
rs310618	0.401295032773968
rs3134353	0.397259336532443
rs3134438	0.793587331451866
rs316611	0.397099537000458
rs326889	0.232039459835814
rs329124	0.427885128683243
rs329277	0.488457452141952
rs329651	0.369374820185281
rs331949	0.275633601473154
rs340025	0.394728713458481
rs346722	0.313318138454353
rs355777	0.498696817828689
rs368863	0.33540370327175
rs3734572	0.586722649235435
rs3736485	0.321151859059362
rs3739555	0.546540852996275
rs3739733	0.617587616642542
rs3746429	0.178516750720461
rs3751813	0.478779265550267
rs3753549	0.44812195890363
rs3762396	0.707795657354934
rs3768486	0.500473492448197
rs3772934	0.421658973613434
rs3781099	0.365409231010857
rs3794702	0.837688032820274
rs3800229	0.39468671417962
rs3800649	0.719665992998665
rs3802924	0.508152095061227
rs3803286	0.329442822239437
rs3807049	0.104604854310544
rs3807566	0.511789194776217
rs3808434	1.36889465055096
rs3809272	0.277451925945075
rs3810291	0.253140721868365
rs3814883	0.378288755867239
rs3819299	0.630524537862438
rs3821841	0.40415387345816
rs3822683	0.602012828222088
rs3826705	0.520984713375796
rs3829849	0.593644466658336
rs3844598	0.377347266612004
rs3849570	0.429691735583756
rs3850422	0.641944158575328
rs3851083	0.547087348869338
rs3887080	0.619590167123333
rs3902840	0.20896095238471
rs3902951	0.711627086274184
rs3915844	0.495230634848893
rs3922853	0.699209288080853
rs39654	0.362034122264972
rs40067	0.222224297441689
rs40245	0.561905740160581
rs403656	0.0736539596774753
rs4076358	0.7587641570049
rs4077093	0.412716037168667
rs411717	0.475571134332306
rs4148155	0.381185220475359
rs419261	0.346042300276304
rs4273371	0.490555124465969
rs4278019	0.266373079211733
rs427943	0.236405833945805
rs4284600	0.356958152092395
rs4303732	0.517404708111654
rs4307239	0.473755899058977
rs4339513	0.173145077904945
rs4342060	0.367485767634434
rs4366093	0.650465195308554
rs4372296	0.37821873726662
rs4372836	0.433709411301043
rs4383818	0.341060233346977
rs450231	0.536431190073322
rs4515655	0.567104101559051
rs4516268	0.443229600717337
rs4518345	0.349206489750141
rs4524456	0.359762473008297
rs453520	0.267037176385114
rs4542429	0.152549364278436
rs4624596	0.309980961378797
rs4639527	0.349705278310345
rs4643949	0.227329034333901
rs4653017	0.805237344870348
rs4670626	0.878424628946358
rs4671328	0.369977075672976
rs4671358	0.230683008303158
rs4673553	0.541872039011744
rs4676084	0.422306925249061
rs4678297	0.213939688235585
rs4718966	0.611636352899492
rs4722398	0.34405408072634
rs4722672	0.58211817308752
rs4725984	0.450510874091157
rs4737183	0.259154476911852
rs4740383	0.341413237169472
rs4744275	0.501963615362403
rs4759073	0.612850612923333
rs4759228	0.32672768784014
rs4764949	0.263597663982423
rs4766710	0.473701290158485
rs4796243	0.378968766957132
rs4814512	0.512563040806922
rs4820408	0.732538955087076
rs483752	0.508311491291972
rs4841659	0.10780337031078
rs4854326	0.28029505502714
rs4858193	0.630277238524603
rs4864201	0.540231461167179
rs487060	1.18334312629124
rs4886506	0.125066381499933
rs4886869	0.254908902869947
rs4889782	0.413128370115641
rs4906908	0.559194295275897
rs4916661	0.125701035038071
rs4936175	0.814642994982632
rs4936671	0.651179210041341
rs4939051	0.0477485717036364
rs4969387	0.130172559093789
rs497417	0.141805996627773
rs4981693	0.277862804044821
rs498240	0.518325512874253
rs4985155	0.968841936346617
rs4986044	0.309696217523877
rs524281	0.400276913139975
rs5396	0.355719814649044
rs543874	0.184012632243802
rs551137	0.0741776886592373
rs555267	0.458439716312057
rs559267	0.391664537251458
rs573455	0.92839111050258
rs5750913	0.518161564977046
rs577525	0.313706348068258
rs580438	0.588965651537088
rs587230	0.438910949457199
rs6019482	0.332898339754968
rs6060151	0.0868223317443645
rs6061162	0.155242323589753
rs6076348	0.249974580017684
rs6088529	0.124140791074303
rs6088943	0.412632740311681
rs6121381	0.455323501965883
rs6132918	0.328038903846736
rs6138482	0.367951112677474
rs6142096	0.173661739471366
rs621042	0.479304228571429
rs6235	0.519842529729424
rs6265	0.233375331844423
rs629443	0.599749003661488
rs6442021	0.328155225395904
rs6442101	0.203484903225806
rs6443750	0.471517826566721
rs6448587	0.487710136870251
rs6449531	0.355941708361737
rs6459326	0.244464491555154
rs6461115	0.470434018119003
rs6463489	0.851416050755445
rs6474945	0.28651646213533
rs6477694	0.499004396805586
rs6490055	0.180575317597506
rs6494481	0.32686365156404
rs6495252	0.302369625773881
rs651548	0.403322174398214
rs6545714	0.402857638644388
rs6548221	0.481116207452257
rs6551410	0.116563150146607
rs6564360	0.595277262483328
rs6569648	0.951186866293944
rs6577584	0.907733761778045
rs6580755	0.116015437377053
rs6587552	0.683044431961052
rs6606686	0.542295795305256
rs663129	0.261017125191689
rs6681627	0.141906516835129
rs6690764	0.508011038961039
rs6700816	0.464865887637981
rs6700838	0.294745726609511
rs6710871	0.567636143373587
rs6711584	0.631239481137884
rs6713781	0.275299337675037
rs6720868	0.59063741092302
rs6738445	0.399354224073996
rs6753170	0.291773331676401
rs6764533	0.434342179252299
rs6767619	0.3987494315598
rs6786125	0.462316009104704
rs6786582	0.0884300668212036
rs6803870	0.221066985501105
rs6804181	0.449415271488513
rs6804842	0.617229241129736
rs6818414	0.528307990941443
rs6827083	0.388592004253228
rs6843738	0.692005843372964
rs6877851	0.465446507029877
rs6879326	0.508341650365284
rs6888159	0.463724499108434
rs6900723	0.511078914006289
rs6904676	0.0872843527307628
rs6908295	0.331084175385925
rs6919443	0.395285210743186
rs6921533	0.560822727378487
rs6922214	0.341970997836669
rs6922855	0.177425913831459
rs6938239	0.430525207138632
rs6963840	0.292517348572864
rs696606	0.442188661194017
rs6968554	1.14914307338399
rs7006629	0.372342989289192
rs7024334	0.672855770162462
rs7042372	0.430240724519802
rs7083450	0.386140691225777
rs7084454	0.421232221554487
rs7102454	0.284914010621511
rs710355	0.368583404258525
rs711347	0.236549532064672
rs7117238	0.507504686509126
rs7120873	0.0623929583381915
rs7122539	0.540464440549765
rs7123876	0.829378768756135
rs7124442	0.43132014405996
rs7124681	0.213360860118888
rs7131262	0.197383365032324
rs7133378	1.12312768215588
rs7134375	0.512516825375593
rs7138803	0.184877859297813
rs7144011	0.204514776182803
rs7147503	0.499854137127398
rs7164727	0.443069889707983
rs7181498	0.330442482451945
rs7181610	0.400764613018409
rs7187776	0.166044259512892
rs7195386	0.244725247508619
rs719802	0.606466035639856
rs7200919	0.0754463222169689
rs7206608	0.455608377952252
rs7209235	1.26297637888572
rs7211567	0.358706177826109
rs7217226	0.319034392940676
rs7239114	0.656987387031133
rs7243357	0.27568332341298
rs7313924	0.258817714010495
rs7334078	0.556791308859172
rs733594	0.37440081310359
rs7377083	0.222656009450739
rs740157	0.356683524990817
rs7425440	0.21760476303793
rs7444298	0.0477194540675663
rs7478904	0.263264358026364
rs753010	0.180238975207065
rs7531118	0.211376692933332
rs7531656	0.144483538382905
rs7535528	0.530700687703099
rs7550711	0.417812975773926
rs7556169	0.412671776782132
rs7557796	0.250264055921746
rs7560871	0.737974932899954
rs7561278	0.403193228876262
rs7564679	0.453163075997393
rs756717	0.29099132176235
rs757318	0.226902353627699
rs757608	0.555056845298544
rs7599312	0.431068755322486
rs7600699	0.685976746502726
rs7601895	0.28633403897676
rs7607351	0.787621164336503
rs7607369	0.646681371657267
rs7607490	0.386472142588655
rs760880	0.172294300655325
rs761423	0.449327474892396
rs7615297	0.58452802710991
rs7616371	0.569531052202207
rs762147	0.371900147874609
rs7640424	0.373440463519451
rs765332	0.394546708871033
rs7674623	0.534864007765286
rs7683836	0.629821576620146
rs7694732	0.406274627488844
rs769674	0.759324027799795
rs7702514	0.048005713825849
rs7710595	0.448569659874622
rs7711753	0.37502774348375
rs7715256	0.369914057295137
rs7716275	0.401170775000333
rs7727781	0.397356224718375
rs7730004	0.369135336752426
rs7730898	0.355410304974682
rs7748777	0.555459814797934
rs775731	0.468949273334452
rs7760082	0.61232883294095
rs7777102	2.92090074612561
rs7779498	0.50894793595867
rs7784465	0.327252090186403
rs7796608	0.340385777304237
rs7805441	0.422402653818814
rs7832003	0.618002244468191
rs7844647	0.736735017775521
rs785278	0.354026320602
rs7865157	0.416609462471565
rs7869771	0.365996598229875
rs7871866	0.369510034037488
rs7874154	0.285931937918269
rs7893571	0.320786087773926
rs7899106	0.368028689895426
rs7903146	0.491434602054994
rs7919	0.739400984682713
rs7924371	0.142462025201959
rs793520	0.341901607561192
rs7941030	0.773874027477409
rs7948120	0.524765366421328
rs7958206	0.222802839264032
rs7965658	0.45637049215483
rs7968230	0.420028642082213
rs7973955	0.581918974711853
rs7975187	0.442216041000482
rs799132	0.336011407059128
rs799449	0.630719742366202
rs8016771	0.558435878667348
rs8016859	0.267475890492675
rs8024932	0.239674277173633
rs8033510	0.497335743069127
rs8036040	0.508583197099358
rs8046061	0.320899308598695
rs8047395	0.160508354763617
rs8067737	0.570624620391698
rs8069296	0.383902734523652
rs8070454	0.721570869518074
rs8071182	0.471013627921201
rs8075273	0.645275310366641
rs8079034	0.457976364208659
rs8081039	0.289128709992316
rs8087550	0.540572463482814
rs8089514	0.442613140913847
rs8092503	0.50955247548012
rs8094523	0.106461063293439
rs8097544	0.427575388782604
rs8102137	0.273542677674277
rs8121840	0.923393403118422
rs8123881	0.280148757943385
rs816364	0.909855132338809
rs816533	0.734213028003361
rs820077	0.404366254760351
rs823074	0.705527958221883
rs825680	0.39896044269837
rs827092	0.770668082514282
rs845084	0.64450733492541
rs847747	0.257535592860179
rs849135	0.385825311426208
rs853679	0.166184256777539
rs8567	0.607467051463152
rs868554	0.299519382012653
rs874454	0.28840749076639
rs879620	0.621627337631542
rs881301	0.429175869343449
rs884282	0.677569142411063
rs886444	0.311518187422934
rs889398	0.220544927472696
rs892261	0.537065277732424
rs895330	0.495089391234379
rs900144	0.306596591615873
rs901630	0.595507291223456
rs902695	0.487673342475598
rs903959	0.883513848852071
rs905938	0.473635967234559
rs907011	0.481415952195375
rs9077	0.294042067133238
rs912768	0.128173345936626
rs919433	0.525479465597108
rs925018	0.78757265046236
rs925421	0.485941832964343
rs926279	0.125373878998582
rs9289499	0.307987969726782
rs9291467	0.35045825753764
rs9294260	0.597712200839352
rs929641	0.358837828977198
rs9299	0.442179754097805
rs930295	0.432375983033842
rs9332817	0.436987062968287
rs934515	0.360117171671694
rs9349239	0.524050537644524
rs9362662	0.62531252516756
rs9367368	0.221052593487874
rs9370042	0.491418212442033
rs9396763	0.563514155671549
rs9419958	0.533370016800593
rs9426003	0.889217517178523
rs9460306	0.595481330830204
rs9463175	0.325071873917562
rs946526	0.356727546129508
rs9470086	0.26195345328125
rs9475173	0.467377516778523
rs9507983	0.526626256541546
rs952159	0.567602026613217
rs9527706	0.501794266706143
rs9530843	0.341588534019038
rs9538141	0.356364616643117
rs954018	0.72487144191885
rs9540493	0.333140067766141
rs9544915	0.690305853915281
rs9554263	0.891266296968805
rs9571687	0.257158927853986
rs9595908	0.444108302470702
rs9603697	0.413340299900574
rs9615905	0.520184232702758
rs9630985	0.677048293536308
rs9657542	0.179233568408973
rs9675376	0.459664300537138
rs967605	0.409178087734611
rs9688431	0.373599839943171
rs968972	0.376691850852968
rs9714342	0.140947053547821
rs972283	1.31140263533473
rs972540	0.460992255195154
rs977540	0.598748205761591
rs9787495	0.424902580824323
rs980329	0.496336988858426
rs9806058	0.538238946679664
rs9809534	0.585434521009841
rs9814633	0.620640023549644
rs9816226	0.261452022835929
rs9827072	0.0527240770672405
rs9832305	0.38268946261672
rs9838283	0.0666445065848818
rs9846123	0.0708143890363083
rs984902	0.463872231550332
rs987237	0.183211261012586
rs9881036	0.128262007999002
rs9905991	0.455242936573117
rs9922708	0.241782172712882
rs9927848	0.764713645571174
rs9931164	0.177403280667858
rs9931407	0.445150204056584
rs9931967	0.256165219023109
rs993931	0.48563138140809
rs993954	0.388857665721299
rs9951893	0.40190257664768
rs9961813	0.195021665284725
rs9979651	0.415557695716962
rs998584	1.20705047389271
rs998732	0.281787278952471
